Title,Duration in minutes,Rating (Numeric),Rating (Label),Votes,Link,Genres,Poster Link,Description
Rocky,120,8.1,PG,649251,https://www.imdb.com/title/tt0075148/,"Drama, Sport",https://m.media-amazon.com/images/M/MV5BZDEyY2M2MGMtYjg5OC00ZWFjLWFkZDQtNmQzZTdiYmYzZTBkXkEyXkFqcGc@._V1_.jpg,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.
Tôkyô monogatari,137,8.1,Not Rated,72232,https://www.imdb.com/title/tt0046438/,Drama,https://m.media-amazon.com/images/M/MV5BODdkNzcxZjItMDU2Yy00Y2JlLWFkYTQtNzIwM2Q4MWU5MTU2XkEyXkFqcGc@._V1_.jpg,"An old couple visit their children and grandchildren in the city, but receive little attention."
The Big Lebowski,117,8.1,R,879728,https://www.imdb.com/title/tt0118715/,"Comedy, Crime",https://m.media-amazon.com/images/M/MV5BY2E3OWQ5OWYtYTRkMC00NjVjLWIzZDQtNmRmM2ZiYTIyYmYxXkEyXkFqcGc@._V1_.jpg,"Jeff &quot;The Dude&quot; Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it."
Det sjunde inseglet,96,8.1,Not Rated,204670,https://www.imdb.com/title/tt0050976/,"Drama, Fantasy",https://m.media-amazon.com/images/M/MV5BZDlmYTkzOWUtODQ0MS00MmM4LWE3ZjMtYTEwNGUwMmJkYzIxXkEyXkFqcGc@._V1_.jpg,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague."
Spotlight,129,8.1,R,512617,https://www.imdb.com/title/tt1895587/,"Biography, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_.jpg,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core."
Room,118,8.1,R,462285,https://www.imdb.com/title/tt3170832/,"Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_.jpg,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside."
The Terminator,107,8.1,R,950839,https://www.imdb.com/title/tt0088247/,"Action, Adventure, Sci-Fi",https://m.media-amazon.com/images/M/MV5BZmE0YzIxM2QtMGNlMi00MjRmLWE3MWMtOWQzMGVjMmU0YTFmXkEyXkFqcGc@._V1_.jpg,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.
Hotel Rwanda,121,8.1,PG-13,379791,https://www.imdb.com/title/tt0395169/,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BY2FmMWRmZmQtN2IzMS00OGVmLWFmNjktMTM0YWQzODcwYTEwXkEyXkFqcGc@._V1_.jpg,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa."
Platoon,120,8.1,R,449530,https://www.imdb.com/title/tt0091763/,"Drama, War",https://m.media-amazon.com/images/M/MV5BZjE4YjllODAtZGMxZS00Mjg2LThkOWUtZjNkMjQ5YThiNDU4XkEyXkFqcGc@._V1_.jpg,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict."
Pirates of the Caribbean: The Curse of the Black Pearl,143,8.1,PG-13,1245736,https://www.imdb.com/title/tt0325980/,"Action, Adventure, Fantasy",https://m.media-amazon.com/images/M/MV5BNDhlMzEyNzItMTA5Mi00YWRhLThlNTktYTQyMTA0MDIyNDEyXkEyXkFqcGc@._V1_.jpg,"Blacksmith Will Turner teams up with eccentric pirate &quot;Captain&quot; Jack Sparrow to save Elizabeth Swann, the governor&apos;s daughter and his love, from Jack&apos;s former pirate allies, who are now undead."
La haine,98,8.1,Not Rated,206147,https://www.imdb.com/title/tt0113247/,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BMThlMDA3NDYtZGM2Zi00NmJhLThlYWItZjViZTkzZWU1ZWRiXkEyXkFqcGc@._V1_.jpg,24 hours in the lives of three young men in the French suburbs the day after a violent riot.
Jai Bhim,164,8.7,Approved,223019,https://www.imdb.com/title/tt15097216/,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BZjEyNDIzNmEtMjdkYS00ZDAwLTljOWYtNDRhYTVhYTlmOTk1XkEyXkFqcGc@._V1_.jpg,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice."
Before Sunset,80,8.1,R,297200,https://www.imdb.com/title/tt0381681/,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_.jpg,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse&apos;s book tour."
The Best Years of Our Lives,170,8.1,Approved,73074,https://www.imdb.com/title/tt0036868/,"Drama, Romance, War",https://m.media-amazon.com/images/M/MV5BNTgxMzUyODQtMDJmZC00ZGMyLWI3MzAtZTYwYjBjZjFmMzIxXkEyXkFqcGc@._V1_.jpg,"Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed."
La passion de Jeanne d&apos;Arc,114,8.1,Passed,63313,https://www.imdb.com/title/tt0019254/,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BNTE1MDliZjgtYTU2Yy00YjAxLTljYTItNDE2ZGYwYTY1MGQ1XkEyXkFqcGc@._V1_.jpg,"In 1431, Jeanne d&apos;Arc is placed on trial on charges of heresy. The ecclesiastical jurists attempt to force Jeanne to recant her claims of holy visions."
The Exorcist,122,8.1,R,470470,https://www.imdb.com/title/tt0070047/,Horror,https://m.media-amazon.com/images/M/MV5BZjg3YjE4ZjAtYTdmYS00ZTBkLWE1ZjgtNzAzODUwNzRiYjlmXkEyXkFqcGc@._V1_.jpg,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life."
The Wizard of Oz,102,8.1,G,443383,https://www.imdb.com/title/tt0032138/,"Adventure, Family, Fantasy",https://m.media-amazon.com/images/M/MV5BYWRmY2I0MGItYTQ0OC00NWZmLWIwMDktYjJlNDc0MzVhMmViXkEyXkFqcGc@._V1_.jpg,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others..."
The Incredibles,115,8.0,PG,838949,https://www.imdb.com/title/tt0317705/,"Animation, Action, Adventure",https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_.jpg,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world."
Rush,123,8.1,R,526961,https://www.imdb.com/title/tt1979320/,"Biography, Drama, Sport",https://m.media-amazon.com/images/M/MV5BMTZhOGQxM2ItNGQyYy00YzE5LWI5MjMtNmMzNGQzNDE1OTUzXkEyXkFqcGc@._V1_.jpg,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits."
Network,121,8.1,R,175531,https://www.imdb.com/title/tt0074958/,Drama,https://m.media-amazon.com/images/M/MV5BY2E4ZGJiNTMtZTAxZC00MmVlLWI1NjYtMGVhMjhkOGEwZDhjXkEyXkFqcGc@._V1_.jpg,"A television network cynically exploits a deranged former anchor&apos;s ravings and revelations about mass media for its own profit, but finds that his message may be difficult to control."
Stand by Me,89,8.1,R,455961,https://www.imdb.com/title/tt0092005/,"Adventure, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BNGJkNTUwM2MtZWE2MS00YjNkLWE3MjktNWQwZDQxMDIyZWVmXkEyXkFqcGc@._V1_.jpg,A writer recounts a childhood journey with his friends to find the body of a missing boy.
The Sound of Music,172,8.1,G,270740,https://www.imdb.com/title/tt0059742/,"Biography, Drama, Family",https://m.media-amazon.com/images/M/MV5BYWJhYmU4MjQtZDJhYi00ZGVjLTlkNTEtNzkzNGVjOWQ3MjcwXkEyXkFqcGc@._V1_.jpg,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.
Hachi: A Dog&apos;s Tale,93,8.1,G,322042,https://www.imdb.com/title/tt1028532/,"Biography, Drama, Family",https://m.media-amazon.com/images/M/MV5BNTU5NjYyYTgtZGQ3My00MzRhLThjNGYtZmVjN2JjYjhkMjhhXkEyXkFqcGc@._V1_.jpg,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker&apos;s loyal companion. As their bond grows deeper, a beautiful relationship un..."
Babam ve Oglum,112,8.2,Not Rated,95720,https://www.imdb.com/title/tt0476735/,"Drama, Family",https://m.media-amazon.com/images/M/MV5BZDE3MTBkNmQtNGFjMC00YTcwLWExY2ItN2MyMGZkNWJlMmFmXkEyXkFqcGc@._V1_.jpg,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.
Ah-ga-ssi,145,8.1,Not Rated,182592,https://www.imdb.com/title/tt4016934/,"Drama, Romance, Thriller",https://m.media-amazon.com/images/M/MV5BOTllZDI1OGItOGUxNS00OGZhLWIzMjAtYzllZTY1YTA0ZmYwXkEyXkFqcGc@._V1_.jpg,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her ..."
To Be or Not to Be,99,8.1,Approved,45532,https://www.imdb.com/title/tt0035446/,"Comedy, Romance, War",https://m.media-amazon.com/images/M/MV5BMTA5OTRkZGUtNDhhOS00OThmLTgwZWYtZGZkM2M4YjZhNzc5XkEyXkFqcGc@._V1_.jpg,"During the German occupation of Poland, an acting troupe becomes embroiled in a Polish soldier&apos;s efforts to track down a German spy."
Un condamné à mort s&apos;est échappé ou Le vent souffle où il veut,101,8.2,Not Rated,27276,https://www.imdb.com/title/tt0049902/,"Drama, Thriller, War",https://m.media-amazon.com/images/M/MV5BZDE3MjdlZDEtYmJiZi00YmE1LWJkOTMtYTMzZGYwOWU4MjYzXkEyXkFqcGc@._V1_.jpg,A captured French Resistance fighter during World War II engineers a daunting escape from a German prison in France.
The Iron Giant,86,8.1,PG,238595,https://www.imdb.com/title/tt0129167/,"Animation, Action, Adventure",https://m.media-amazon.com/images/M/MV5BODM4ZjZjMGEtYmFiMy00MThjLWIzZjUtMDU0ODg1NTI2MzIwXkEyXkFqcGc@._V1_.jpg,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
La battaglia di Algeri,121,8.1,Not Rated,68945,https://www.imdb.com/title/tt0058946/,"Drama, War",https://m.media-amazon.com/images/M/MV5BMTY2Mjk0OGEtYTM3Yy00ZWZiLWFhNjAtNGExMjEzNGVmMDMxXkEyXkFqcGc@._V1_.jpg,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government."
Into the Wild,148,8.1,R,671395,https://www.imdb.com/title/tt0758758/,"Adventure, Biography, Drama",https://m.media-amazon.com/images/M/MV5BNTgwZTJhNWMtNzVjMy00YzQzLWI4MTAtYmJhOGQ5ZmQ3MDM0XkEyXkFqcGc@._V1_.jpg,"After graduating from Emory University, top student and athlete Christopher McCandless abandons his possessions, gives his entire $24,000 savings account to charity and hitchhikes to Alaska to live in the wilderness."
The Grapes of Wrath,129,8.1,Approved,102686,https://www.imdb.com/title/tt0032551/,Drama,https://m.media-amazon.com/images/M/MV5BZDgzZjk3OGYtNWI2Ny00MDg3LTgwYWEtNjI1ODAxNjA3ZmFlXkEyXkFqcGc@._V1_.jpg,"An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression."
Groundhog Day,101,8.0,PG,704220,https://www.imdb.com/title/tt0107048/,"Comedy, Drama, Fantasy",https://m.media-amazon.com/images/M/MV5BOWE3MjQ3ZDAtNDQ2MC00YjBjLTk0ZWYtNjQ0YzQ4YWE3YTEyXkEyXkFqcGc@._V1_.jpg,"A narcissistic, self-centered weatherman finds himself in a time loop on Groundhog Day."
Amores perros,154,8.0,R,258027,https://www.imdb.com/title/tt0245712/,"Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMmUzNDI1MDYtNmIxNC00NjczLTk0ZDEtYWFkZDcxMWVhYTEwXkEyXkFqcGc@._V1_.jpg,"An amateur dog fighter, a supermodel, and a derelict assassin, all separately struggling to find love, find their lives transformed by a devastating car wreck in Mexico City."
The Help,146,8.1,PG-13,505681,https://www.imdb.com/title/tt1454029/,Drama,https://m.media-amazon.com/images/M/MV5BMTM5OTMyMjIxOV5BMl5BanBnXkFtZTcwNzU4MjIwNQ@@._V1_.jpg,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids&apos; point of view on the white families for which they work, and the hardships they go through on a daily b..."
Rebecca,130,8.1,Approved,150797,https://www.imdb.com/title/tt0032976/,"Drama, Mystery, Romance",https://m.media-amazon.com/images/M/MV5BYTI0MjUyODAtZTBkNC00MmIwLWFlNmYtMWE3ZmJlOWJjM2QyXkEyXkFqcGc@._V1_.jpg,A self-conscious woman juggles adjusting to her new role as an aristocrat&apos;s wife and avoiding being intimidated by his first wife&apos;s spectral presence.
Koe no katachi,130,8.1,Not Rated,112206,https://www.imdb.com/title/tt5323662/,"Animation, Drama",https://m.media-amazon.com/images/M/MV5BOTFiNzRiOWEtYTQwNy00NmRiLWE0ZWYtNTE0YjExZjFmZjkwXkEyXkFqcGc@._V1_.jpg,"A deaf girl, Shoko, is bullied by the popular Shoya. As Shoya continues to bully Shoko, the class turns its back on him. Shoko transfers and Shoya grows up as an outcast. Alone and depressed, the regretful Shoya finds Shoko to mak..."
Cool Hand Luke,127,8.0,Approved,192982,https://www.imdb.com/title/tt0061512/,"Crime, Drama",https://m.media-amazon.com/images/M/MV5BYzI1NzBkNmMtOWRmMS00YmY2LTk5MjQtZjAzMmIwZDQ2M2UwXkEyXkFqcGc@._V1_.jpg,"A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform."
