Title,Duration in minutes,Rating (Numeric),Rating (Label),Votes,Link,Genres,Poster Link,Description,Action,Adventure,Animation,Biography,Comedy,Crime,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
El secreto de sus ojos,0.4352331606217617,8.2,R,0.06822307085448436,https://www.imdb.com/title/tt1305806/,"Drama, Mystery, Romance",https://m.media-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_.jpg,A retired legal counselor writes a novel hoping to find closure for one of his past unresolved homicide cases and for his unreciprocated love with his superior - both of which still haunt him decades later.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"Lock, Stock and Two Smoking Barrels",0.32124352331606215,8.1,R,0.20330567729575194,https://www.imdb.com/title/tt0120735/,"Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMmY1M2M5ZmMtYzllZC00YzAxLTk4MjktZDJkNjA1MTUwMGQ4XkEyXkFqcGc@._V1_.jpg,"When four small-time criminals lose a rigged poker game against a London kingpin, he gives them one week to settle their enormous debt.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V for Vendetta,0.45077720207253885,8.1,R,0.39732755199788,https://www.imdb.com/title/tt0434409/,"Action, Drama, Sci-Fi",https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_.jpg,"In a future British dystopian society, a shadowy freedom fighter, known only by the alias of &quot;V&quot;, plots to overthrow the tyrannical government - with the help of a young woman.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Inside Out,0.2590673575129534,8.1,PG,0.27737193956638634,https://www.imdb.com/title/tt2096673/,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_.jpg,"After young Riley is uprooted from her Midwest life and moved to San Francisco, her emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and school.",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klaus,0.26424870466321243,8.2,PG,0.060870999558557994,https://www.imdb.com/title/tt4729430/,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BZDA4ODhlMzctNGRmYi00NmViLTkxZGYtZjRkNGQ5YzYwYWVlXkEyXkFqcGc@._V1_.jpg,"A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg&apos;s new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Three Billboards Outside Ebbing, Missouri",0.3626943005181347,8.1,R,0.18407827517182776,https://www.imdb.com/title/tt5027774/,"Comedy, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_.jpg,A mother personally challenges the local authorities to solve her daughter&apos;s murder when they fail to catch the culprit.,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raging Bull,0.4352331606217617,8.1,R,0.12270634371769884,https://www.imdb.com/title/tt0081398/,"Biography, Drama, Sport",https://m.media-amazon.com/images/M/MV5BMjlkYmYyZWQtNTZkOS00ZjA0LWEwNWUtNzE2ZGNiYjg0MjA2XkEyXkFqcGc@._V1_.jpg,"The life of boxer Jake LaMotta, whose violence and temper that led him to the top in the ring destroyed his life outside of it.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Trainspotting,0.24870466321243523,8.1,R,0.24136636103736842,https://www.imdb.com/title/tt0117951/,Drama,https://m.media-amazon.com/images/M/MV5BYmVkNGJkMzQtYWQwOS00OTZmLThjODQtZjNjNzllYzRiNTE0XkEyXkFqcGc@._V1_.jpg,"Renton, deeply immersed in the Edinburgh drug scene, tries to clean up and get out despite the allure of drugs and the influence of friends.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bridge on the River Kwai,0.601036269430052,8.1,PG,0.07156836300729495,https://www.imdb.com/title/tt0050212/,"Adventure, Drama, War",https://m.media-amazon.com/images/M/MV5BNzdkYmU2YmItNmZiYy00OWQyLTg0YWYtZmUxM2U3YTRiNTQ1XkEyXkFqcGc@._V1_.jpg,"British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Catch Me If You Can,0.4974093264248705,8.1,PG-13,0.37590037607073346,https://www.imdb.com/title/tt0264464/,"Biography, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMTY5MzYzNjc5NV5BMl5BanBnXkFtZTYwNTUyNTc2._V1_.jpg,"Barely 17 yet, Frank is a skilled forger who has passed as a doctor, lawyer and pilot. FBI agent Carl becomes obsessed with tracking down the con man, who only revels in the pursuit.",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fargo,0.2746113989637306,8.1,R,0.24207280345419918,https://www.imdb.com/title/tt0116282/,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BNjg4MWE0MjEtODFhNy00MjA5LTg5ODktMzgwNWFmZTAwNjBlXkEyXkFqcGc@._V1_.jpg,Minnesota car salesman Jerry Lundegaard&apos;s inept crime falls apart due to his and his henchmen&apos;s bungling and the persistent police work of the quite pregnant Marge Gunderson.,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Warrior,0.4922279792746114,8.1,PG-13,0.16264163494436004,https://www.imdb.com/title/tt1291584/,"Action, Drama, Sport",https://m.media-amazon.com/images/M/MV5BMTk4ODk5MTMyNV5BMl5BanBnXkFtZTcwMDMyNTg0Ng@@._V1_.jpg,"The youngest son of an alcoholic former boxer returns home, where he&apos;s trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Harry Potter and the Deathly Hallows - Part 2,0.4404145077720208,8.1,PG-13,0.3218085196279448,https://www.imdb.com/title/tt1201607/,"Adventure, Family, Fantasy",https://m.media-amazon.com/images/M/MV5BOTA1Mzc2N2ItZWRiNS00MjQzLTlmZDQtMjU0NmY1YWRkMGQ4XkEyXkFqcGc@._V1_.jpg,"As the battle between the forces of good and evil in the wizarding world escalates, Harry Potter draws ever closer to his final confrontation with Voldemort.",0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Gran Torino,0.3678756476683938,8.1,R,0.2714134864927534,https://www.imdb.com/title/tt1205489/,Drama,https://m.media-amazon.com/images/M/MV5BMTc5NTk2OTU1Nl5BMl5BanBnXkFtZTcwMDc3NjAwMg@@._V1_.jpg,"After a Hmong teenager tries to steal his prized 1972 Gran Torino, a disgruntled, prejudiced Korean War veteran seeks to redeem both the boy and himself.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spider-Man: No Way Home,0.5336787564766841,8.2,PG-13,0.30357351699484125,https://www.imdb.com/title/tt10872600/,"Action, Adventure, Fantasy",https://m.media-amazon.com/images/M/MV5BMmFiZGZjMmEtMTA0Ni00MzA2LTljMTYtZGI2MGJmZWYzZTQ2XkEyXkFqcGc@._V1_.jpg,"With Spider-Man&apos;s identity now revealed, Peter asks Doctor Strange for help. When a spell goes wrong, dangerous foes from other worlds start to appear.",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Million Dollar Baby,0.45077720207253885,8.1,PG-13,0.23995685631096444,https://www.imdb.com/title/tt0405159/,"Drama, Sport",https://m.media-amazon.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_.jpg,"Frankie, an ill-tempered old coach, reluctantly agrees to train aspiring boxer Maggie. Impressed with her determination and talent, he helps her become the best and the two soon form a close bond.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tonari no Totoro,0.2124352331606218,8.1,G,0.1251707799191884,https://www.imdb.com/title/tt0096283/,"Animation, Comedy, Family",https://m.media-amazon.com/images/M/MV5BYWM3MDE3YjEtMzIzZC00ODE5LTgxNTItNmUyMTBkM2M2NmNiXkEyXkFqcGc@._V1_.jpg,"When two girls move to the country to be near their ailing mother, they have adventures with the wondrous forest spirits who live nearby.",0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mad Max: Fury Road,0.38860103626943004,8.1,R,0.37808020724113617,https://www.imdb.com/title/tt1392190/,"Action, Adventure, Sci-Fi",https://m.media-amazon.com/images/M/MV5BZDRkODJhOTgtOTc1OC00NTgzLTk4NjItNDgxZDY4YjlmNDY2XkEyXkFqcGc@._V1_.jpg,"In a post-apocalyptic wasteland, a woman rebels against a tyrannical ruler in search for her homeland with the aid of a group of female prisoners, a psychotic worshipper and a drifter named Max.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Kimetsu no Yaiba: Tsuzumi Yashiki-hen,0.21761658031088082,8.7,Unknown Rating,0.00032922244688668445,https://www.imdb.com/title/tt16492678/,"Animation, Action, Fantasy",https://m.media-amazon.com/images/M/MV5BZjQzYWUzMWYtMWNmMi00ZDYxLTgzYmItN2NjYTY2YWEyMzNlXkEyXkFqcGc@._V1_.jpg,Tanjiro ventures to the south-southeast where he encounters a cowardly young man named Zenitsu Agatsuma. He is a fellow survivor from Final Selection and his sparrow asks Tanjiro to help keep him in line.,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ben-Hur,0.8652849740932644,8.1,G,0.07852969390424697,https://www.imdb.com/title/tt0052618/,"Adventure, Drama",https://m.media-amazon.com/images/M/MV5BNjg2M2E1YzYtOThmMC00NjAyLWI5MzgtMDEwOGFiODdlOGUzXkEyXkFqcGc@._V1_.jpg,"A Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, but it&apos;s not long before he regains his freedom and comes back for revenge.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacheha-ye aseman,0.227979274611399,8.2,PG,0.01916487013965927,https://www.imdb.com/title/tt0118849/,"Drama, Family, Sport",https://m.media-amazon.com/images/M/MV5BZWZlMjNhNzgtZGRhOS00Y2U5LThjOTctODNjZTI0ZTBiYzBhXkEyXkFqcGc@._V1_.jpg,"After a boy loses his sister&apos;s pair of shoes, he goes on a series of adventures in order to find them. When he can&apos;t, he tries a new way to &quot;win&quot; a new pair.",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Barry Lyndon,0.7253886010362696,8.1,PG,0.05484190224324197,https://www.imdb.com/title/tt0072684/,"Adventure, Drama, War",https://m.media-amazon.com/images/M/MV5BNmM2MGQ5Y2UtYzA3ZC00ZDJlLTkwNDYtMjBmZGExZDJiN2RlXkEyXkFqcGc@._V1_.jpg,An Irish rogue wins the heart of a rich widow and assumes her dead husband&apos;s aristocratic position in 18th-century England.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12 Years a Slave,0.461139896373057,8.1,R,0.2463371467703413,https://www.imdb.com/title/tt2024544/,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BMjExMTEzODkyN15BMl5BanBnXkFtZTcwNTU4NTc4OQ@@._V1_.jpg,"In the antebellum United States, Solomon Northup, a free black man from upstate New York, is abducted and sold into slavery.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Blade Runner,0.3730569948186529,8.1,R,0.2757914014127496,https://www.imdb.com/title/tt0083658/,"Action, Drama, Sci-Fi",https://m.media-amazon.com/images/M/MV5BOWQ4YTBmNTQtMDYxMC00NGFjLTkwOGQtNzdhNmY1Nzc1MzUxXkEyXkFqcGc@._V1_.jpg,A blade runner must pursue and terminate four replicants who stole a ship in space and have returned to Earth to find their creator.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Before Sunrise,0.29015544041450775,8.1,R,0.10972368975212321,https://www.imdb.com/title/tt0112471/,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BZDZhZmI1ZTUtYWI3NC00NTMwLTk3NWMtNDc0OGNjM2I0ZjlmXkEyXkFqcGc@._V1_.jpg,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Grand Budapest Hotel,0.2797927461139897,8.1,R,0.29891843327972484,https://www.imdb.com/title/tt2278388/,"Adventure, Comedy, Crime",https://m.media-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_.jpg,"A writer encounters the owner of an aging high-class hotel, who tells him of his early years serving as a lobby boy in the hotel&apos;s glorious years under an exceptional concierge.",0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hacksaw Ridge,0.48704663212435234,8.1,R,0.20093216597949085,https://www.imdb.com/title/tt2119532/,"Biography, Drama, History",https://m.media-amazon.com/images/M/MV5BMjQ1NjM3MTUxNV5BMl5BanBnXkFtZTgwMDc5MTY5OTE@._V1_.jpg,"World War II American Army Medic Desmond T. Doss, serving during the Battle of Okinawa, refuses to kill people and becomes the first man in American history to receive the Medal of Honor without firing a shot.",0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dead Poets Society,0.4300518134715026,8.1,PG,0.18530525410632329,https://www.imdb.com/title/tt0097165/,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMDYwNGVlY2ItMWYxMS00YjZiLWE5MTAtYWM5NWQ2ZWJjY2Q3XkEyXkFqcGc@._V1_.jpg,"Maverick teacher John Keating returns in 1959 to the prestigious New England boys&apos; boarding school where he was once a star student, using poetry to embolden his pupils to new heights of self-expression.",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gone Girl,0.5388601036269431,8.1,R,0.36314283724851154,https://www.imdb.com/title/tt2267998/,"Drama, Mystery, Thriller",https://m.media-amazon.com/images/M/MV5BMTk0MDQ3MzAzOV5BMl5BanBnXkFtZTgwNzU1NzE3MjE@._V1_.jpg,The husband of a missing woman becomes the chief suspect in her disappearance.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Salinui chueok,0.45077720207253885,8.1,Not Rated,0.0688747555337426,https://www.imdb.com/title/tt0353969/,"Crime, Drama, Mystery",https://m.media-amazon.com/images/M/MV5BYmRjOWE5NmMtYTdkYS00ODFlLWJiMTMtYzE2NDZlZjlkZDQ0XkEyXkFqcGc@._V1_.jpg,"In a small Korean province in 1986, two detectives struggle with the case of multiple young women being found raped and murdered by an unknown culprit.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
In the Name of the Father,0.45595854922279794,8.1,R,0.05603947424459673,https://www.imdb.com/title/tt0107207/,"Biography, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMGZiZDVjNzYtZWM4ZC00MzVkLThhNDEtMDJlOTBhYzVjMmNhXkEyXkFqcGc@._V1_.jpg,"An Irish man&apos;s coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. Meanwhile, a British lawyer fights to clear their names and free them.",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monsters, Inc.",0.2435233160621762,8.1,G,0.3324186763094366,https://www.imdb.com/title/tt0198781/,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BMTY1NTI0ODUyOF5BMl5BanBnXkFtZTgwNTEyNjQ0MDE@._V1_.jpg,"In order to power the city, monsters have to scare children so that they scream. However, the children are toxic to the monsters, and after a child gets through, two monsters realize things may not be what they think.",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gold Rush,0.2590673575129534,8.1,Approved,0.03196533632405223,https://www.imdb.com/title/tt0015864/,"Adventure, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BNGU1NjYzYTAtZmY0YS00NWIzLTkzNzUtYzc2ZTIyOTIxZjVhXkEyXkFqcGc@._V1_.jpg,"A prospector goes to the Klondike during the 1890s gold rush in hopes of making his fortune, and is smitten with a girl he sees in a dance hall.",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ratatouille,0.3419689119170985,8.1,G,0.28288455649274663,https://www.imdb.com/title/tt0382932/,"Animation, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_.jpg,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous Paris restaurant.,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Relatos salvajes,0.3989637305699482,8.1,R,0.06654180550457227,https://www.imdb.com/title/tt3011894/,"Comedy, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BNzAzMjA1ODAxOV5BMl5BanBnXkFtZTgwODg4NTQzNDE@._V1_.jpg,Six short stories that explore the extremities of human behavior involving people in distress.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maharaja,0.4974093264248705,8.4,Unknown Rating,0.010873467036856014,https://www.imdb.com/title/tt26548265/,"Action, Crime, Drama",https://m.media-amazon.com/images/M/MV5BOTFlMTIxOGItZTk0Zi00MTk2LWJiM2UtMzlhZWYzNjQ4N2Y3XkEyXkFqcGc@._V1_.jpg,"A barber seeks vengeance after his home is burglarized, cryptically telling police his &quot;lakshmi&quot; has been taken, leaving them uncertain if it&apos;s a person or object. His quest to recover the elusive &quot;lakshmi&quot; unfolds.",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Train Your Dragon,0.2746113989637306,8.1,PG,0.270409594637257,https://www.imdb.com/title/tt0892769/,"Animation, Action, Adventure",https://m.media-amazon.com/images/M/MV5BMjA5NDQyMjc2NF5BMl5BanBnXkFtZTcwMjg5ODcyMw@@._V1_.jpg,"A hapless young Viking who aspires to hunt dragons becomes the unlikely friend of a young dragon himself, and learns there may be more to the creatures than he assumed.",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jaws,0.4093264248704664,8.1,PG,0.22167723626206107,https://www.imdb.com/title/tt0073195/,"Adventure, Drama, Horror",https://m.media-amazon.com/images/M/MV5BYjViNDQzNmUtYzkxZi00NTk5LTljMmItYjJlZmZkODIxNjU1XkEyXkFqcGc@._V1_.jpg,"When a massive killer shark unleashes chaos on a beach community off Long Island, it&apos;s up to a local sheriff, a marine biologist, and an old seafarer to hunt the beast down.",0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Deer Hunter,0.7150259067357514,8.1,R,0.11617428644245739,https://www.imdb.com/title/tt0077416/,"Drama, War",https://m.media-amazon.com/images/M/MV5BZGI4YmVhMzMtMWExMS00MGZiLTg2MmItM2I2MWZjODAyM2U5XkEyXkFqcGc@._V1_.jpg,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sherlock Jr.,0.0,8.2,Passed,0.011078639547390115,https://www.imdb.com/title/tt0015324/,"Action, Comedy, Romance",https://m.media-amazon.com/images/M/MV5BMjQzM2E2NjYtYmRjMC00ZmVlLTljZTgtNmQ5MGZlNDYyZTc5XkEyXkFqcGc@._V1_.jpg,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend&apos;s father&apos;s pocketwatch.",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The General,0.17098445595854922,8.1,Passed,0.024965472204363987,https://www.imdb.com/title/tt0017925/,"Action, Adventure, Comedy",https://m.media-amazon.com/images/M/MV5BMTVhM2Y1MDUtMDkxYi00Y2UxLWI2MTMtZjMzYTY4ODM4MGIzXkEyXkFqcGc@._V1_.jpg,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through ene...",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mary and Max.,0.2435233160621762,8.1,Not Rated,0.056092879939266226,https://www.imdb.com/title/tt0978762/,"Animation, Comedy, Drama",https://m.media-amazon.com/images/M/MV5BNzY2Mjc4NjMtNGY4Mi00NzM5LTk3ZTQtN2VkNzVkMzRmM2Y2XkEyXkFqcGc@._V1_.jpg,"In 1976 Melbourne, a lonely 8-year-old girl strikes up a correspondence with an unlikely pen pal: a severely obese 44-year-old New Yorker with Asperger&apos;s syndrome.",0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
On the Waterfront,0.32642487046632124,8.1,Approved,0.04815233196979806,https://www.imdb.com/title/tt0047296/,"Crime, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BZDJlYTM1ZGYtZTM4YS00MzFhLThiZjktYzQ0ZjAzMGYwZTU3XkEyXkFqcGc@._V1_.jpg,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate&apos;s victims.",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ford v Ferrari,0.5544041450777202,8.1,PG-13,0.16217010998192993,https://www.imdb.com/title/tt1950186/,"Action, Biography, Drama",https://m.media-amazon.com/images/M/MV5BOTBjNTEyNjYtYjdkNi00YzE5LTljYzUtZjVlYmYwZmJmZWYxXkEyXkFqcGc@._V1_.jpg,American car designer Carroll Shelby and driver Ken Miles battle corporate interference and the laws of physics to build a revolutionary race car for Ford in order to defeat Ferrari at the 24 Hours of Le Mans in 1966.,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Le salaire de la peur,0.5751295336787565,8.1,Not Rated,0.014120736079197263,https://www.imdb.com/title/tt0046268/,"Adventure, Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMDdhOGMwODQtZGM2MS00NGQxLWEyZDMtOTkzMjFjYjI3ZmM2XkEyXkFqcGc@._V1_.jpg,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mr. Smith Goes to Washington,0.4352331606217617,8.1,Approved,0.03283875603940664,https://www.imdb.com/title/tt0031679/,"Comedy, Drama",https://m.media-amazon.com/images/M/MV5BMDU4ZjNmMjEtMjcxYi00NDAxLWFlMjQtNWIyNjg5NWUzNTdjXkEyXkFqcGc@._V1_.jpg,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his c...",0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Smultronstället,0.2435233160621762,8.1,Not Rated,0.03082995829623665,https://www.imdb.com/title/tt0050986/,"Drama, Romance",https://m.media-amazon.com/images/M/MV5BZWQ5MDllM2EtZWRmNS00MmZiLWI4ZWQtMjRiY2Q5MTAxODY4XkEyXkFqcGc@._V1_.jpg,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
The Third Man,0.305699481865285,8.1,Approved,0.054116193215043094,https://www.imdb.com/title/tt0041959/,"Drama, Film-Noir, Mystery",https://m.media-amazon.com/images/M/MV5BNTAwZjAwZDUtNDc1Yi00OGY3LTgzMjktYjIyMjQzOWE3MmVhXkEyXkFqcGc@._V1_.jpg,"Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Logan,0.4766839378238343,8.1,R,0.28618692128338613,https://www.imdb.com/title/tt3315342/,"Action, Drama, Sci-Fi",https://m.media-amazon.com/images/M/MV5BM2JjODdkMGMtNmY2YS00OGM2LThiY2YtZGYyNzE4Nzc2ODA0XkEyXkFqcGc@._V1_.jpg,"In a future where mutants are nearly extinct, an elderly and weary Logan leads a quiet life. But when Laura, a mutant child pursued by scientists, comes to him for help, he must get her to safety.",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rocky,0.38860103626943004,8.1,PG,0.2102342211523056,https://www.imdb.com/title/tt0075148/,"Drama, Sport",https://m.media-amazon.com/images/M/MV5BZDEyY2M2MGMtYjg5OC00ZWFjLWFkZDQtNmQzZTdiYmYzZTBkXkEyXkFqcGc@._V1_.jpg,A small-time Philadelphia boxer gets a supremely rare chance to fight the world heavyweight champion in a bout in which he strives to go the distance for his self-respect.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Tôkyô monogatari,0.4766839378238343,8.1,Not Rated,0.015195610187102455,https://www.imdb.com/title/tt0046438/,Drama,https://m.media-amazon.com/images/M/MV5BODdkNzcxZjItMDU2Yy00Y2JlLWFkYTQtNzIwM2Q4MWU5MTU2XkEyXkFqcGc@._V1_.jpg,"An old couple visit their children and grandchildren in the city, but receive little attention.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Big Lebowski,0.3730569948186529,8.1,R,0.2881379191924518,https://www.imdb.com/title/tt0118715/,"Comedy, Crime",https://m.media-amazon.com/images/M/MV5BY2E3OWQ5OWYtYTRkMC00NjVjLWIzZDQtNmRmM2ZiYTIyYmYxXkEyXkFqcGc@._V1_.jpg,"Jeff &quot;The Dude&quot; Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Det sjunde inseglet,0.26424870466321243,8.1,Not Rated,0.05996107468482189,https://www.imdb.com/title/tt0050976/,"Drama, Fantasy",https://m.media-amazon.com/images/M/MV5BZDlmYTkzOWUtODQ0MS00MmM4LWE3ZjMtYTEwNGUwMmJkYzIxXkEyXkFqcGc@._V1_.jpg,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spotlight,0.4352331606217617,8.1,R,0.16405046364931253,https://www.imdb.com/title/tt1895587/,"Biography, Crime, Drama",https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_.jpg,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Room,0.378238341968912,8.1,R,0.14703770780054393,https://www.imdb.com/title/tt3170832/,"Drama, Thriller",https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_.jpg,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
